fname,sentence,I-LOC
pr11187_87,20,Jerusalem
pr11187_87,26,Barnet
pr11188_87,26,jysk
pr11188_87,31,jyske
pr11188_87,31,Frankrig
pr11188_87,36,Frankrig
pr11188_87,78,Tiberias
pr11188_87,95,Danmark
pr11189_87,40,Sl
pr11190_87,50,norske
pr11190_87,50,Europa
pr11190_87,50,.
pr11190_87,50,Europa
pr11190_87,51,Europa
pr11190_87,52,Europa
pr11190_87,52,"Fort, Europa"
pr11190_87,52,Europa
pr11190_87,53,Europa
pr11190_87,57,Europa
pr11190_87,68,Påske
pr11191_87,7,Vallensbæk
pr11191_87,8,Danmark
pr11191_87,9,Brede
pr11191_87,10,"Lyngby, storcenter"
pr11191_87,19,næstekærlighedsbuddet
pr11191_87,57,Køln
pr11191_87,57,sommers
pr11191_87,57,Domkirken
pr11191_87,60,Køln
pr11191_87,60,Sicilien
pr11191_87,100,Betlehem
pr11191_87,115,"Lyngby, Storcenter"
pr11193_87,48,Arken
pr11193_87,48,Gl
pr11193_87,97,Bethlehem
pr11194_87,23,Betlehem
pr11194_87,25,Betlehem
pr11194_87,32,Betlehem
pr11194_87,39,Betlehem
pr11194_87,39,luthersk
pr11194_87,39,evangelisk
pr11194_87,39,Betlehem
pr11194_87,96,Betlehem
pr11194_87,105,Danmark
pr11194_87,120,Jordan
pr11194_87,121,Israel
pr11194_87,122,Jordan
pr11194_87,124,Irak
pr11195_87,0,Betlehem
pr11195_87,23,Betlehem
pr11195_87,29,Betlehem
pr11195_87,34,Betlehem
pr11195_87,38,Betlehem
pr11195_87,49,Betlehem
pr11195_87,74,Europa
pr11195_87,76,Paris
pr11195_87,83,Syrien
pr11195_87,117,Betlehem
pr11195_87,124,Betlehem
pr11195_87,139,Betlehem
pr11197_87,3,amerikanske
pr11197_87,3,"Washington, D.C"
pr11198_87,24,Egypten
pr11198_87,66,Egypten
pr11199_87,6,Jerusalem
pr11200_87,0,Danmark
pr11200_87,4,Europa
pr11200_87,4,Europæiske
pr11200_87,41,Jerusalem
pr11201_87,52,Tilgivelsen
pr11201_87,79,Europa
pr11201_87,80,Danmark
pr11202_88,12,Ham
pr11202_88,38,Ham
pr11202_88,40,Ham
pr11202_88,50,Ham
pr11202_88,68,Nazaret
pr11202_88,100,Ham
pr11203_88,6,Ham
pr11203_88,15,Ham
pr11203_88,31,Ham
pr11203_88,35,Ham
pr11203_88,69,Ham
pr11204_88,3,Nazareths
pr11204_88,50,Nazaret
pr11204_88,80,Nazaret
pr11204_88,84,Ham
pr11204_88,89,Nazaret
pr11204_88,94,Ham
pr11205_88,26,Jerusalem
pr11205_88,32,Juda
pr11205_88,32,Jerusalem
pr11205_88,32,Jerusalem
pr11205_88,33,Rom
pr11205_88,34,Jerusalem
pr11205_88,57,Ham
pr11205_88,82,Ham
pr11205_88,86,Ham
pr11206_88,4,Jerusalem
pr11206_88,11,Jerusalem
pr11206_88,21,Jerusalem
pr11206_88,28,Ham
pr11206_88,39,Ham
pr11206_88,44,Ham
pr11206_88,47,Jerusalem
pr11207_88,14,Ham
pr11207_88,52,Jerusalem
pr11210_88,21,Samaria
pr11210_88,46,Samaria
pr11210_88,73,Jerusalem
pr11211_88,2,Ham
pr11211_88,3,Ham
pr11211_88,3,Ham
pr11211_88,3,Ham
pr11211_88,27,Ham
pr11211_88,28,Ham
pr11211_88,40,Ham
pr11211_88,48,Ham
pr11212_88,60,Rom
pr11212_88,95,Rom
pr11212_88,98,Hirtshals
pr11212_88,100,Danmark
pr11212_88,106,"Nordirak, ."
pr11212_88,106,Syrien
pr11213_88,40,Jerusalem
pr11213_88,47,Ham
pr11213_88,66,Ham
pr11213_88,67,Ham
pr11214_88,1,Jerusalem
pr11214_88,2,Jerusalem
pr11214_88,6,syrisk
pr11214_88,6,Jerusalem
pr11214_88,46,Ham
pr11214_88,50,Ham
pr11214_88,59,Ham
pr11214_88,68,Ham
pr11215_88,1,Sydeuropa
pr11215_88,1,Israel
pr11215_88,10,Hyrdejobbet
pr11215_88,22,Ham
pr11215_88,54,Ham
pr11215_88,68,Ham
pr11215_88,70,Ham
pr11216_88,27,Ham
pr11216_88,38,Ham
pr11216_88,49,Ham
pr11217_88,57,Ham
pr11217_88,58,Ham
pr11218_88,24,Moskva
pr11218_88,53,Ham
pr11219_88,5,Galilæa
pr11219_88,6,"Han, Galilæa"
pr11219_88,6,Libanon
pr11219_88,6,Tyrus
pr11219_88,6,Sidon
pr11219_88,32,aftes
pr11219_88,53,Ham
pr11219_88,55,Ham
pr11220_88,4,Galilæa
pr11220_88,4,Libanon
pr11220_88,4,Tyrus
pr11220_88,4,Zidon
pr11220_88,5,Tyrus
pr11220_88,32,Ham
pr11220_88,42,romersk
pr11220_88,53,Ham
pr11221_88,38,Ham
pr11221_88,70,Ham
pr11222_88,4,Jerusalem
pr11222_88,6,Jerusalem
pr11222_88,70,Ham
pr11222_88,78,Ham
pr11223_88,57,Rom
pr11224_88,6,Ham
pr11224_88,41,Ham
pr11224_88,43,Ham
pr11224_88,61,Ham
pr11225_88,1,Ham
pr11226_88,7,Jerusalem
pr11226_88,53,Jerusalem
pr11227_88,8,Det
pr11227_88,40,Ham
pr11227_88,40,Ham
pr11227_88,55,Ham
pr11228_88,48,Ham
pr11228_88,55,hammel
pr11228_88,55,Ham
pr11228_88,60,Ham
pr11229_88,53,Rom
pr11229_88,56,Ham
pr11230_88,12,Rom
pr11231_88,51,Ham
pr11231_88,52,Ham
pr11231_88,55,Ham
pr11231_88,67,Ham
pr11232_88,3,Jerusalem
pr11232_88,50,Ham
pr11232_88,60,Ham
pr11232_88,61,Ham
pr11232_88,62,Ham
pr11232_88,64,Ham
pr11232_88,65,Ham
pr11232_88,65,Ham
pr11232_88,75,Ham
pr11232_88,83,Ham
pr11233_88,61,Ham
pr11233_88,72,Ham
pr11233_88,75,Ham
pr11233_88,78,Ham
pr11233_88,80,Ham
pr11234_88,30,Ham
pr11234_88,65,Ham
pr11235_88,26,Jerusalem
pr11235_88,52,Ham
pr11235_88,54,Ham
pr11235_88,59,Ham
pr11235_88,66,Israel
pr11235_88,84,Ham
pr11236_88,50,Ham
pr11237_88,24,Ham
pr11237_88,24,Ham
pr11237_88,38,Ham
pr11237_88,39,Ham
pr11240_88,1,Rom
pr11240_88,22,Ham
pr11240_88,75,Ham
pr11240_88,82,Irak
pr11241_88,4,Ham
pr11241_88,32,Vejle
pr11241_88,32,Horsens
pr11241_88,42,Indien
pr11241_88,42,Egypten
pr11241_88,45,Kina
pr11242_88,13,Ham
pr11243_88,16,Ham
pr11243_88,18,Ham
pr11243_88,27,Ham
pr11243_88,35,oldkirken
pr11243_88,36,Kina
pr11243_88,40,Danmark
pr11243_88,64,Rom
pr11244_88,9,Paradis
pr11244_88,24,Danmark
pr11244_88,75,Ham
pr11244_88,77,Ham
pr11244_88,93,Ham
pr11245_88,50,Ham
pr11245_88,51,Ham
pr11245_88,66,Ham
pr11245_88,78,Ham
pr11246_88,27,Ham
pr11246_88,66,Ham
pr11247_88,5,Ham
pr11247_88,28,Ham
pr11247_88,29,Ham
pr11247_88,31,Ham
pr11247_88,45,Ham
pr11248_88,2,Ham
pr11248_88,43,Ham
pr11249_88,25,Ham
pr11249_88,67,Ham
pr11250_88,71,Danmark
pr11250_88,72,Frankrig
pr11250_88,72,Nürnberg
pr11250_88,73,Tyskland
pr11250_88,74,dansk
pr11251_88,44,Rom
pr11252_88,1,Israel
pr11252_88,2,Jerusalem
pr11252_88,6,Jerusalem
pr11252_88,8,Ham
pr11252_88,19,Jerusalem
pr11252_88,22,Jerusalem
pr11252_88,34,Ham
pr11252_88,38,Ham
pr11252_88,57,Ham
pr11252_88,59,Jerusalem
pr11252_88,69,Jerusalem
pr11252_88,78,Jerusalem
pr11252_88,85,Jerusalem
pr11252_88,85,Ham
pr11253_88,14,Israel
pr11253_88,19,Nazareth
pr11253_88,20,Jerusalem
pr11253_88,23,Jerusalem
pr11253_88,26,Ham
pr11253_88,34,Ham
pr11253_88,36,Ham
pr11253_88,41,Danmark
pr11253_88,73,Ham
pr11253_88,77,Jerusalem
pr11253_88,80,Israel
pr11253_88,80,Ham
pr11253_88,81,Jerusalem
pr11253_88,101,Jerusalem
pr11254_88,10,Galilæa
pr11257_88,15,Ham
pr11257_88,19,Ham
pr11258_88,45,Ham
pr11259_88,29,Jerusalem
pr11259_88,29,Jerusalem
pr11259_88,29,Jeriko
pr11260_88,40,Ham
pr11260_88,41,græske
pr11260_88,77,Ham
pr11261_88,16,Ham
pr11262_88,11,Ham
pr11262_88,54,Ham
pr11262_88,54,Ham
pr11262_88,54,Ham
pr11262_88,54,Ham
pr11262_88,59,Ham
pr11262_88,67,Jerusalem
pr11262_88,70,Ham
pr11263_88,17,Ham
pr11263_88,45,Ham
pr11265_88,50,Ham
pr11266_88,36,Ham
pr11266_88,37,Ham
pr11266_88,77,Ham
pr11266_88,87,Ham
pr11267_88,46,Ham
pr11268_88,63,Ham
pr11269_88,8,Ham
pr11269_88,44,Ham
pr11269_88,45,Ham
pr11272_88,12,Ham
pr11272_88,29,Ham
pr11272_88,32,Ham
pr11272_88,78,rimelighedens
pr11273_88,10,Ham
pr11273_88,54,Ham
pr11273_88,85,Ham
pr11274_88,19,Ham
pr11274_88,21,Ham
pr11274_88,29,Ham
pr11274_88,69,Ham
pr11275_88,16,Kapernaum
pr11275_88,78,Ham
pr11276_88,7,Pentagon
pr11276_88,17,Ham
pr11276_88,59,Ham
pr11277_88,14,Jerusalem
pr11277_88,43,Danmark
pr11277_88,52,Ham
pr11278_88,32,Israel
pr11279_88,79,Ham
pr11280_88,0,Israel
pr11280_88,2,Israel
pr11280_88,11,Israel
pr11280_88,15,Israel
pr11280_88,16,Israel
pr11280_88,20,Israel
pr11280_88,20,Ham
pr11280_88,29,Israel
pr11280_88,30,Jerusalem
pr11280_88,30,Judæa
pr11280_88,30,Samaria
pr11280_88,30,Jerusalem
pr11280_88,32,romerske
pr11280_88,34,Israel
pr11280_88,38,Israel
pr11280_88,48,Israel
pr11280_88,56,Israel
pr11280_88,60,Israel
pr11280_88,60,Tiberias
pr11280_88,60,Jerusalem
pr11280_88,61,Israel
pr11280_88,62,Israel
pr11280_88,66,Israel
pr11280_88,79,Israel
pr11280_88,80,Rom
pr11280_88,84,Rom
pr11281_88,1,Ham
pr11281_88,2,Ham
pr11281_88,13,Ham
pr11281_88,24,Ham
pr11282_88,14,Barnet
pr11283_88,1,Ham
pr11283_88,3,romerske
pr11283_88,10,Ham
pr11283_88,16,romersk
pr11283_88,17,Rom
pr11283_88,18,Israel
pr11283_88,45,Ham
pr11283_88,45,Ham
pr11284_88,18,Ham
pr11284_88,32,Timotheus
pr11284_88,69,Jerusalem
pr11285_88,24,Ham
pr11285_88,28,Ham
pr11286_88,1,filippinerne
pr11286_88,25,Grækenland
pr11287_88,20,Galilæa
pr11287_88,21,forhenværende
pr11287_88,29,Ham
pr11287_88,33,Ham
pr11287_88,41,Ham
pr11287_88,41,Ham
pr11288_88,26,Ham
pr11288_88,28,Ham
pr11288_88,43,Ham
pr11288_88,74,Ham
pr11288_88,91,Ham
pr11289_88,22,Aarhus
pr11289_88,24,Danmark
pr11289_88,34,romersk
pr11289_88,49,Ham
pr11290_88,9,Ægypten
pr11290_88,14,Ham
pr11290_88,14,Ham
pr11290_88,16,Ham
pr11291_88,12,Ham
pr11291_88,39,Rom
pr11291_88,44,Kina
pr11291_88,51,Danmark
pr11291_88,64,Rom
pr11292_88,28,Ham
pr11292_88,49,Ham
pr11293_88,42,Ham
pr11293_88,44,Ham
pr11293_88,47,Ham
pr11293_88,50,Ham
pr11293_88,57,Ham
pr11294_88,2,Danmark
pr11294_88,8,Aarhus
pr11294_88,15,Danmark
pr11294_88,28,Europa
pr11294_88,28,Ukraine
pr11294_88,28,Rusland
pr11294_88,30,Danmark
pr11294_88,43,Rom
pr11294_88,47,Ham
pr11295_88,23,Ham
pr11295_88,26,Jerusalem
pr11295_88,36,Ham
pr11295_88,37,Ham
pr11295_88,39,Ham
pr11295_88,42,Ham
pr11295_88,44,Ham
pr11295_88,45,Ham
pr11296_88,4,Jerusalem
pr11296_88,10,Jerusalem
pr11296_88,19,Ham
pr11296_88,60,Ham
pr11296_88,61,Jerusalem
pr11297_88,9,Jerusalem
pr11297_88,29,Ham
pr11297_88,37,Ham
pr11297_88,59,Frederiksbjerg
pr11297_88,60,Jeriko
pr11297_88,78,Ham
pr11297_88,79,Ham
pr11298_88,14,Jerusalem
pr11298_88,14,Jerusalem
pr11298_88,14,Jerusalem
pr11298_88,16,Jerusalem
pr11298_88,20,Ham
pr11298_88,22,Ham
pr11298_88,25,Ham
pr11298_88,80,Jerusalem
pr11299_88,2,Paradis
pr11299_88,11,Persien
pr11299_88,17,Israel
pr11299_88,18,Israel
pr11299_88,18,Israel
pr11299_88,22,Jerusalem
pr11299_88,24,Betlehem
pr11299_88,26,Det
pr11299_88,26,Hav
pr11299_88,42,Ham
pr11299_88,43,Ham
pr11299_88,46,Ham
pr11299_88,63,Ham
pr11300_88,12,Bethlehem
pr11300_88,14,Israel
pr11300_88,26,Jerusalem
pr11300_88,31,Ham
pr11300_88,35,Ham
pr11300_88,41,Ham
pr11300_88,47,Bethlehem
pr11300_88,54,Ham
pr11300_88,55,Israel
pr11300_88,64,Ham
pr11300_88,77,Ham
pr11300_88,82,Ham
pr11301_88,6,Jerusalem
pr11301_88,8,Israel
pr11301_88,8,løvhyttefesten
pr11301_88,19,Israel
pr11301_88,19,jødisk
pr11301_88,21,Ham
pr11301_88,27,Danmark
pr11301_88,35,Jerusalem
pr11301_88,46,Ham
pr11301_88,52,Ham
pr11301_88,56,"Sl, 139,11f"
pr11302_88,6,Irak
pr11302_88,7,Jupiter
pr11302_88,11,Israel
pr11302_88,13,Jerusalem
pr11302_88,14,Jerusalem
pr11302_88,16,Jerusalem
pr11302_88,18,Bethlehem
pr11302_88,19,Jerusalem
pr11302_88,20,Bethlehem
pr11302_88,25,"Herodes, Jerusalem"
pr11302_88,34,Israel
pr11302_88,34,Rom
pr11302_88,50,Ham
pr11302_88,50,Ham
pr11302_88,50,Ham
pr11302_88,55,Ham
pr11302_88,55,Ham
pr11302_88,55,Ham
pr11302_88,55,Ham
pr11302_88,64,Ham
pr11302_88,64,Ham
pr11302_88,65,Ham
pr11303_88,34,Ham
pr11303_88,57,Rom
pr11304_88,11,Rom
pr11305_88,60,Ham
pr11306_88,26,Ham
pr11306_88,70,Ham
pr11306_88,92,Paradis
pr11307_88,22,Syderuropa
pr11307_88,73,Rom
pr11308_88,41,Maria
pr11308_88,43,Ham
pr11309_88,4,USA
pr11309_88,4,Rom
pr11309_88,25,Bethlehem
pr11309_88,25,Jerusalem
pr11309_88,35,Israel
pr11309_88,35,Ham
pr11309_88,43,Ham
pr11309_88,66,Nordnigeria
pr11309_88,66,Syrien
pr11309_88,66,Irak
pr11309_88,66,Nordkorea
pr11310_88,19,Ham
pr11311_88,9,Ham
pr11311_88,16,Ham
pr11311_88,23,Nazaret
pr11312_88,13,Ham
pr11312_88,30,Ham
pr11313_88,13,Getsemane
pr11313_88,35,Ham
pr11313_88,35,Ham
pr11314_88,1,Medina
pr11314_88,19,Nazaret
pr11314_88,21,Islam
pr11314_88,23,Jerusalem
pr11314_88,34,Nazareth
pr11315_88,65,Danmark
pr11316_88,9,Jerusalem
pr11316_88,50,Ham
pr11316_88,58,Ham
pr11316_88,64,Jerusalem
pr11317_88,15,Ham
pr11317_88,15,Ham
pr11317_88,34,Ham
pr11317_88,40,Ham
pr11317_88,59,Ham
pr11317_88,59,Ham
pr11317_88,60,Ham
pr11317_88,66,Ham
pr11317_88,70,Ham
pr11318_88,5,Ham
pr11318_88,7,Ham
pr11318_88,33,manna
pr11318_88,43,Ham
pr11318_88,44,Ham
pr11318_88,54,Ham
pr11318_88,60,Ham
pr11319_88,3,ødemarken
pr11319_88,18,Ham
pr11320_88,44,Ham
pr11320_88,62,Ham
pr11322_88,52,Ham
pr11322_88,71,Ham
pr11322_88,74,Ham
pr11323_88,2,Jerusalem
pr11323_88,3,Jerusalem
pr11323_88,6,Jerusalem
pr11323_88,7,Jeriko
pr11323_88,8,Betfage
pr11323_88,8,Jerusalem
pr11323_88,10,Jerusalem
pr11323_88,13,Jerusalem
pr11323_88,19,Jerusalem
pr11323_88,23,Ham
pr11323_88,46,Ham
pr11323_88,67,Ham
pr11324_88,9,Jerusalem
pr11324_88,14,Jerusalem
pr11324_88,31,Ham
pr11324_88,39,Indien
pr11324_88,79,Ham
pr11324_88,82,Ham
pr11325_88,12,Ham
pr11325_88,61,Ham
pr11325_88,67,Hellignåden
pr11326_88,0,Danmark
pr11326_88,4,Danmark
pr11326_88,18,Ham
pr11327_88,45,Galilæa
pr11327_88,45,Jerusalem
pr11327_88,66,Rom
pr11327_88,74,Ham
pr11329_88,5,sindssygt
pr11329_88,8,Maria
pr11329_88,58,Ham
pr11329_88,64,Galilæa
pr11329_88,67,Ham
pr11330_88,10,Ham
pr11330_88,11,Ham
pr11331_88,3,Jerusalem
pr11331_88,7,Jerusalem
pr11331_88,8,Ham
pr11331_88,61,Egypten
pr11332_88,6,Jerusalem
pr11332_88,28,Ham
pr11333_88,11,jødisk
pr11333_88,13,romersk
pr11333_88,65,tyske
pr11334_88,18,Ham
pr11334_88,18,Ham
pr11334_88,30,Ham
pr11334_88,50,Jerusalem
pr11334_88,51,Ægypten
pr11335_88,52,Rom
pr11336_88,16,Israel
pr11337_88,2,Vesteuropa
pr11337_88,2,USA
pr11337_88,2,Kina
pr11337_88,2,Afrika
pr11337_88,2,Sydamerika
pr11337_88,30,Ham
pr11337_88,35,Ham
pr11337_88,36,Ham
pr11337_88,36,Ham
pr11338_88,1,Korinth
pr11338_88,1,Grækenland
pr11338_88,29,Auschwitz
pr11338_88,30,Hiroshima
pr11338_88,89,Rom
pr11338_88,122,Frelser
pr11338_88,133,Paradis
pr11339_88,26,arabisk
pr11339_88,29,lignelsen
pr11340_88,10,Danmark
pr11340_88,10,Sverige
pr11340_88,21,Ham
pr11341_88,63,Europa
pr11341_88,63,Afrika
pr11341_88,63,Sydamerika
pr11341_88,63,Kina
pr11342_88,16,Ham
pr11342_88,23,Ham
pr11342_88,27,Ham
pr11342_88,32,Ham
pr11342_88,35,Ham
pr11342_88,73,Ham
pr11344_88,20,Ham
pr11344_88,21,Ham
pr11344_88,22,Ham
pr11344_88,47,Ham
pr11345_88,9,Galilæa
pr11345_88,30,Ham
pr11345_88,33,Ham
pr11345_88,41,Ham
pr11345_88,64,Ham
pr11346_88,8,Galilæa
pr11346_88,9,Ham
pr11346_88,11,Ham
pr11346_88,16,Ham
pr11347_88,12,Ham
pr11347_88,88,Ham
pr11347_88,91,Ham
pr11347_88,94,Ham
pr11348_88,11,Ham
pr11348_88,24,Ham
pr11348_88,27,riges
pr11348_88,54,Valby
pr11349_88,53,Ham
pr11349_88,81,Ham
pr11350_88,17,Rom
pr11351_88,62,Galilæa
pr11353_88,18,Ham
pr11353_88,52,Ham
pr11353_88,82,Ham
pr11354_88,9,Ham
pr11354_88,13,Jerusalem
pr11354_88,14,Syrien
pr11354_88,15,Ham
pr11354_88,43,Ham
pr11354_88,46,Ham
pr11354_88,50,Ham
pr11354_88,53,Ham
pr11354_88,55,Ham
pr11354_88,79,Ham
pr11354_88,91,Ham
pr11354_88,93,Ham
pr11355_88,50,Rom
pr11355_88,67,Ham
pr11355_88,72,Ham
pr11356_88,3,Galilæa
pr11356_88,3,Libanon
pr11356_88,3,Tyrus
pr11356_88,3,Zidon
pr11356_88,6,Galilæa
pr11356_88,32,Ham
pr11356_88,32,Ham
pr11356_88,49,romersk
pr11356_88,64,Ham
pr11357_88,20,Danmark
pr11357_88,61,hammel
pr11357_88,78,Ham
pr11358_88,11,"Sl, 44,23f"
pr11358_88,21,Brabrand
pr11358_88,61,Middelhavet
pr11358_88,78,Ham
pr11359_88,31,Ham
pr11359_88,42,Ham
pr11359_88,47,Ham
pr11360_88,32,Ham
pr11360_88,33,Israel
pr11360_88,33,Jeriko
pr11360_88,39,Jeriko
pr11360_88,84,Jerusalem
pr11361_88,4,Jerusalem
pr11361_88,6,Jerusalem
pr11361_88,9,Ham
pr11361_88,10,Jerusalem
pr11361_88,35,Ham
pr11361_88,70,Jerusalem
pr11361_88,72,Ham
pr11361_88,75,Jerusalem
pr11361_88,80,Jerusalem
pr11361_88,80,Aarhus
pr11361_88,84,Ham
pr11362_88,31,hampen
pr11363_88,68,Ham
pr11363_88,70,venden
pr11363_88,71,Ham
pr11364_88,4,Galilæa
pr11364_88,4,Nazareth
pr11364_88,5,begravelsespladsen
pr11364_88,17,Ham
pr11364_88,47,Jerusalem
pr11365_88,20,Strandparken
pr11365_88,78,Ham
pr11366_88,87,affekt
pr11367_88,19,Ham
pr11367_88,24,Ham
pr11367_88,32,Ham
pr11367_88,42,Ham
pr11367_88,64,Rom
pr11368_88,5,Jerusalem
pr11368_88,9,Ham
pr11368_88,34,Ham
pr11368_88,34,Ham
pr11368_88,53,Ham
pr11368_88,56,Ham
pr11369_88,14,Ham
pr11369_88,48,præsteskabet
pr11369_88,48,Jerusalem
pr11370_88,0,Israel
pr11370_88,0,Jerusalem
pr11370_88,1,Jerusalem
pr11370_88,2,Jerusalem
pr11370_88,4,Israel
pr11370_88,5,Jeriko
pr11370_88,5,Jerusalem
pr11370_88,6,Jerusalem
pr11370_88,7,Jerusalem
pr11370_88,31,Jerusalem
pr11370_88,36,Rom
pr11370_88,45,Jerusalem
pr11370_88,57,Nazareth
pr11370_88,58,Ham
pr11370_88,79,Jerusalem
pr11370_88,80,Jerusalem
pr11371_88,45,Valby
pr11371_88,45,"Valby, City"
pr11371_88,45,juletræstænding
pr11372_88,10,Jerusalem
pr11372_88,23,Nazareth
pr11372_88,23,Jerusalem
pr11373_88,12,Ham
pr11373_88,12,Ham
pr11373_88,13,Ham
pr11373_88,40,Ham
pr11373_88,41,Ham
pr11373_88,76,Ham
pr11373_88,80,Ham
pr11374_88,5,Jerusalem
pr11374_88,5,Jerusalem
pr11374_88,11,Jerusalem
pr11374_88,17,Jerusalem
pr11374_88,42,Jerusalem
pr11374_88,50,Ham
pr11375_88,18,oldkirken
pr11375_88,20,Ham
pr11376_88,19,romerske
pr11376_88,28,Galilæa
pr11376_88,65,Rom
pr11377_88,15,Galilæa
pr11377_88,16,Ham
pr11377_88,56,Ham
pr11377_88,56,Ham
pr11377_88,99,Ham
pr11378_89,9,Østen
pr11378_89,10,amerikansk
pr11378_89,77,Skt
pr11379_89,0,Skjern
pr11379_89,15,Jerusalem
pr11379_89,55,Jerusalem
pr11379_89,78,Jerusalem
pr11379_89,78,Jerusalems
pr11380_89,0,Lindisfarne
pr11380_89,0,England
pr11380_89,12,Irland
pr11380_89,12,Skotland
pr11381_89,71,Efesos
pr11382_89,99,Snedsted
pr11382_89,101,Snedsted
pr11383_89,38,dansk
pr11384_89,23,Israel
pr11384_89,57,Ham
pr11384_89,82,Paradis
pr11385_89,72,Utøya
pr11385_89,77,Århus
pr11386_89,40,Egypten
pr11386_89,44,Thailand
pr11387_89,48,Harlev
pr11387_89,48,Framlev
pr11387_89,61,Nain
pr11388_89,51,”
pr11388_89,61,England
pr11388_89,61,Skotland
pr11388_89,85,Århus
pr11389_89,22,Italien
pr11389_89,22,Sicilien
pr11390_89,44,Israel
pr11390_89,56,Israel
pr11391_89,14,Tiberias
pr11391_89,34,Israel
pr11391_89,34,Romerriget
pr11391_89,56,Tiberias
pr11392_89,18,Nazaret
pr11392_89,58,Fastetiden
pr11393_89,0,København
pr11393_89,75,Ham
pr11393_89,88,Danmark
pr11393_89,89,Harlev
pr11394_89,4,Århus
pr11394_89,4,Odense
pr11395_89,4,svensk
pr11395_89,5,Sverige
pr11395_89,11,Jerusalem
pr11395_89,22,Bethlehem
pr11395_89,27,Stenbjerg
pr11396_89,45,indisk
pr11397_89,38,indisk
pr11398_89,1,Nazaret
pr11398_89,39,Jerusalem
pr11398_89,60,Israel
pr11401_89,1,islamisk
pr11402_89,7,London
pr11402_89,8,"Westminster, Abbey"
pr11402_89,91,London
pr11403_89,9,Israel
pr11403_89,9,"Guinea, Bissau"
pr11403_89,9,Afrika
pr11403_89,34,norsk
pr11403_89,56,Beder
pr11403_89,65,norske
pr11403_89,69,norske
pr11404_89,0,Jerusalem
pr11404_89,0,Emmaus
pr11404_89,48,Emmaus
pr11404_89,50,Framlev
pr11404_89,63,Jerusalem
pr11405_89,3,Hyrden
pr11406_89,56,Spanien
pr11406_89,59,spanske
pr11406_89,62,Spanien
pr11406_89,80,Spanien
pr11406_89,103,USA
pr11407_89,37,Gellerup
pr11407_89,54,Jerusalem
pr11407_89,74,Harlev
pr11408_89,1,Ålborg
pr11408_89,2,Spanien
pr11408_89,4,spanske
pr11408_89,7,Ålborg
pr11408_89,8,Spanien
pr11408_89,16,Spanien
pr11408_89,36,Ålborg
pr11408_89,59,Ålborg
pr11408_89,76,Ålborg
pr11408_89,81,USA
pr11408_89,99,Qatar
pr11408_89,100,Danmark
pr11410_89,3,Haslev
pr11410_89,3,Sjælland
pr11410_89,24,Frelser
pr11410_89,33,russisk
pr11410_89,59,syrisk
pr11410_89,72,syrisk
pr11411_89,9,Østen
pr11411_89,10,amerikansk
pr11411_89,78,Skt
pr11412_89,67,Harlev
pr11413_89,0,Timbuktu
pr11413_89,0,Mali
pr11414_89,0,Sahara
pr11414_89,57,Forvalteren
pr11415_89,57,Israel
pr11415_89,64,Jerusalem
pr11417_89,4,Babylon
pr11417_89,5,Israel
pr11417_89,13,jødiske
pr11417_89,38,Paris
pr11417_89,38,fredags
pr11417_89,76,novembermørket
pr11418_89,47,Lignelsen
pr11418_89,48,Lignelsen
pr11419_89,7,Sydafrika
pr11419_89,7,"Robben, Island"
pr11419_89,22,Israel
pr11419_89,43,Framlev
pr11419_89,51,Israel
pr11420_89,80,Ham
pr11421_89,7,lutherske
pr11421_89,20,rumænsk
pr11421_89,61,Århus
pr11421_89,88,Jerusalem
pr11423_89,64,USA
pr11425_89,10,Paris
pr11428_89,4,Nazareth
pr11428_89,4,Betlehem
pr11428_89,13,Egypten
pr11428_89,24,Julefreden
pr11428_89,30,Israel
pr11428_89,31,Israel
pr11428_89,32,Cæsarea
pr11428_89,33,Jerusalem
pr11428_89,33,Jerusalem
pr11428_89,34,Rom
pr11428_89,39,Betlehem
pr11428_89,50,Betlehem
pr11429_89,29,Det
pr11429_89,49,venden
pr11430_89,3,Århus
pr11430_89,4,USA
pr11430_89,8,katolske
pr11430_89,9,Italien
pr11430_89,9,Grækenland
pr11430_89,10,Maria
pr11430_89,19,Romerriget
pr11430_89,19,Israel
pr11430_89,20,Wittenberg
pr11430_89,28,Egypten
pr11430_89,37,Johannesburg
pr11430_89,37,"Syd, Afrika"
pr11430_89,47,Harlev
pr11430_89,49,lerhytter
pr11430_89,49,Uganda
pr11430_89,49,Indien
pr11430_89,49,Nepal
pr11431_89,3,Ribe
pr11432_89,3,Jerusalem
pr11432_89,5,Egypten
pr11434_89,43,USA
pr11435_89,44,lønforhandlinger
pr11436_89,51,Århus
pr11437_89,0,Sydafrika
pr11437_89,0,"Robben, Island"
pr11437_89,11,Sydafrika
pr11438_89,45,Israel
pr11438_89,49,Kina
pr11438_89,49,Afrika
pr11439_89,14,amerikanske
pr11439_89,29,"Israel, ”"
pr11439_89,36,"Universitetet, i, Århus"
pr11439_89,61,Sjælland
pr11439_89,62,Danmark
pr11439_89,62,USA
pr11440_89,7,Roskilde
pr11441_89,87,Cantalamesa
pr11441_89,87,italiensk
pr11442_89,11,Rom
pr11443_89,20,svenske
pr11443_89,23,Wasa
pr11443_89,24,Holland
pr11443_89,25,Wasa
pr11443_89,26,Wasa
