fname,sentence,I-LOC
pr8519_68,54,Israel
pr8520_68,36,Nazaret
pr8521_68,65,Jerusalem
pr8522_68,5,Galilæa
pr8522_68,9,Jerusalem
pr8522_68,9,Galilæa
pr8522_68,14,Gethsemane
pr8522_68,17,Galilæa
pr8522_68,36,Jerusalem
pr8522_68,36,Galilæa
pr8523_68,62,Syrien
pr8523_68,62,Syrien
pr8524_68,7,belgisk
pr8524_68,8,Indien
pr8524_68,20,Odense
pr8525_68,69,Ham
pr8526_68,48,Mors
pr8526_68,48,Thy
pr8527_68,2,Mors
pr8527_68,48,italiensk
pr8528_68,19,tebordet
pr8529_68,68,Ham
pr8530_68,4,campinghabit
pr8531_68,15,Jerusalem
pr8531_68,18,Jerusalem
pr8532_68,1,Belgien
pr8532_68,38,Belgien
pr8532_68,41,Bruxelles
pr8533_68,1,Galilæa
pr8533_68,1,Jerusalem
pr8533_68,27,egyptiske
pr8533_68,27,ukrainske
pr8533_68,28,dansk
pr8533_68,41,Galilæa
pr8533_68,41,Jerusalem
pr8533_68,54,Danmark
pr8534_68,1,Jerusalem
pr8534_68,32,fransk
pr8535_68,45,Belgien
pr8535_68,45,Danmark
pr8536_68,19,Grønland
pr8536_68,20,grønlandske
pr8536_68,22,København
pr8536_68,23,Grønland
pr8536_68,27,Grønland
pr8536_68,28,Grønland
pr8536_68,43,Grønland
pr8536_68,45,tovejskommunikation
pr8538_68,9,Belgien
pr8538_68,34,"Egypten, ”"
pr8539_68,17,Hadsten
pr8539_68,17,Galten
pr8539_68,17,Ødum
pr8539_68,17,Hadbjerg
pr8539_68,17,Lyngå
pr8539_68,23,jødisk
pr8539_68,25,jødisk
pr8539_68,54,Lyngby
pr8540_68,42,Syrien
pr8540_68,42,Irak
pr8541_68,0,russiske
pr8541_68,40,Danmark
pr8541_68,58,Høstgudstjenesten
pr8541_68,63,Høstgudstjenesten
pr8541_68,64,Nykøbing
pr8543_68,0,Himmeriget
pr8543_68,1,Belgien
pr8543_68,4,Danmark
pr8543_68,12,Himmeriget
pr8543_68,14,schweiziske
pr8543_68,14,Norge
pr8543_68,14,Oslo
pr8543_68,25,Himmeriget
pr8543_68,34,Testamente
pr8543_68,63,Himmeriget
pr8544_68,6,Kana
pr8546_68,12,Emmaus
pr8546_68,14,Jerusalem
pr8546_68,15,Jerusalem
pr8547_68,58,Jerusalem
pr8548_68,1,Grimstrup
pr8548_68,1,Esbjerg
pr8549_68,16,Nazareth
pr8549_68,27,Harboøre
pr8550_68,1,Ukraine
pr8550_68,1,Rom
pr8550_68,14,Skt
pr8551_68,1,Hvidbjerg
pr8551_68,6,Danmark
pr8551_68,7,Hvidbjerg
pr8551_68,10,dannebrog
pr8551_68,12,Rusland
pr8551_68,12,Litauen
pr8551_68,12,Polen
pr8551_68,15,pinseugen
pr8551_68,26,Danmark
pr8551_68,33,Gethsemane
pr8552_68,0,Snedsted
pr8552_68,16,Belgien
pr8552_68,45,Agger
pr8552_68,51,Agger
pr8552_68,60,Boddum
pr8553_68,0,franske
pr8553_68,0,Lyon
pr8553_68,0,Schweiz
pr8553_68,4,Tyskland
pr8553_68,13,Konstanz
pr8553_68,35,Frankrig
pr8553_68,43,Lyon
pr8553_68,47,Sydfrankrig
pr8553_68,48,Rusland
pr8553_68,48,Canada
pr8553_68,55,Tyskland
pr8554_68,13,franske
pr8554_68,14,Frankrig
pr8555_68,0,Jerusalem
pr8555_68,3,Bruxelles
pr8555_68,5,belgisk
pr8555_68,16,Indien
pr8555_68,24,Indien
pr8555_68,34,Indien
pr8555_68,36,middelhavet
pr8555_68,42,Jerusalem
pr8555_68,76,Jerusalem
pr8556_68,0,onsdags
pr8556_68,2,Aarhus
pr8556_68,3,Mors
pr8556_68,6,Thisted
pr8556_68,7,fransk
pr8556_68,19,Frankrig
pr8556_68,20,Danmark
pr8556_68,37,Frelser
pr8557_68,24,Jerusalem
pr8558_68,4,Israel
pr8560_68,73,Ham
pr8561_68,2,Galilæa
pr8561_68,5,Kana
pr8561_68,16,Galilæa
pr8561_68,21,Belgien
pr8562_68,65,Jerusalem
pr8563_68,1,Sunjiayu
pr8563_68,15,Kina
pr8563_68,16,Thy
pr8563_68,21,Nepal
pr8563_68,21,Vestafrika
pr8563_68,23,Kina
pr8563_68,27,Thy
pr8563_68,27,Sunjiayu
pr8563_68,27,Kina
pr8564_68,0,København
pr8564_68,1,Danmark
pr8564_68,46,Brudepigerne
pr8564_68,77,Gethsemane
pr8565_68,4,amerikansk
pr8565_68,6,Wilmington
pr8565_68,6,"North, Carolina"
pr8565_68,6,USA
pr8565_68,7,jødisk
pr8565_68,7,irsk
pr8565_68,21,USA
pr8565_68,21,Europa
pr8565_68,25,Berlin
pr8565_68,27,USA
pr8566_68,1,tyrkiske
pr8566_68,22,Tyskland
pr8566_68,28,Sydspanien
pr8566_68,28,Nordnorge
pr8566_68,28,Frankrig
pr8566_68,28,Rusland
pr8566_68,51,Egypten
pr8567_68,2,Belgien
pr8567_68,19,kvindefængslet
pr8567_68,39,Betlehem
pr8568_68,1,belgiske
pr8569_68,35,"New, York"
pr8569_68,55,Hollands
pr8569_68,72,kerte
pr8569_68,72,adventslyset
pr8569_68,74,Jerusalem
pr8570_68,9,Betlehem
pr8570_68,42,Betlehem
pr8570_68,50,Emmaus
pr8571_68,0,Belgien
pr8571_68,5,Belgien
pr8571_68,16,Belgien
pr8571_68,17,Viborg
pr8571_68,33,Danmark
pr8571_68,65,Skejby
pr8572_68,26,Testamente
pr8572_68,47,Kina
pr8572_68,51,Ørum
pr8572_68,54,Bedsted
pr8572_68,71,Evangelieteksten
pr8573_68,45,Betlehem
pr8573_68,55,Maria
pr8573_68,85,oksen
pr8574_68,23,Lesbos
pr8574_68,23,Lampedusa
pr8574_68,26,Thy
pr8574_68,51,Betlehem
pr8575_68,28,Israel
pr8575_68,31,Testamente
pr8575_68,49,Israel
pr8576_68,22,Danmark
pr8577_68,13,Danmark
pr8577_68,33,Påske
pr8577_68,42,Påske
pr8578_68,64,Belgien
pr8578_68,69,Påske
pr8578_68,90,Galilæa
pr8578_68,95,Galilæa
pr8579_68,57,Bruxelles
pr8579_68,61,Syrien
pr8579_68,61,Irak
pr8579_68,61,Yemen
pr8579_68,61,Nigeria
pr8579_68,61,Tchad
pr8579_68,61,Somalia
pr8579_68,61,Mexico
pr8580_68,11,Galilæa
pr8580_68,20,Galilæa
pr8580_68,26,Syrien
pr8580_68,26,Irak
pr8580_68,26,Galilæa
pr8580_68,27,Himmelbjerget
pr8580_68,31,Himmelbjerget
pr8581_68,4,amerikansk
pr8581_68,6,Wilmington
pr8581_68,6,"North, Carolina"
pr8581_68,6,USA
pr8581_68,7,jødisk
pr8581_68,7,irsk
pr8581_68,21,USA
pr8581_68,21,Europa
pr8581_68,25,Berlin
pr8581_68,27,USA
pr8583_68,13,Danmark
pr8583_68,60,Afrika
pr8584_68,1,Testamente
pr8584_68,34,Genesaret
pr8585_68,40,”
pr8586_68,1,Tyskland
pr8586_68,15,klippegrunden
pr8586_68,30,Frankrig
pr8587_68,62,kerte
pr8588_68,20,Venedig
pr8588_68,20,Rom
pr8588_68,34,Jerusalem
pr8588_68,34,Jeriko
pr8588_68,62,Venedig
pr8589_68,13,Vestervig
pr8589_68,29,Israel
pr8589_68,31,Ham
pr8591_69,0,Jerusalem
pr8591_69,1,Jerusalem
pr8591_69,3,Mellemøsten
pr8591_69,3,Palæstina
pr8591_69,3,Israel
pr8591_69,6,Israel
pr8591_69,12,jerusalem
pr8591_69,20,Jerusalem
pr8591_69,22,Jerusalem
pr8592_69,0,Jerusalem
pr8592_69,5,København
pr8594_69,3,Sønderborg
pr8595_69,0,Gamle
pr8595_69,10,rosengård
pr8595_69,29,Zion
pr8596_69,2,fransk
pr8596_69,6,Zion
pr8596_69,7,Zion
pr8596_69,7,Jerusalem
pr8596_69,8,Jerusalem
pr8596_69,8,Paradis
pr8596_69,41,Zion
pr8596_69,41,Jerusalem
pr8598_69,3,Jerusalem
pr8598_69,6,”
pr8599_69,25,romersk
pr8600_69,0,Amerika
pr8600_69,26,Amerika
pr8600_69,26,Nazaret
pr8602_69,38,Israel
pr8603_69,15,Israel
pr8605_69,37,Testamente
pr8605_69,41,Timotheus
pr8606_69,0,Sønderborg
pr8606_69,0,Sønderborg
pr8606_69,2,Sønderborg
pr8606_69,9,Sønderborg
pr8606_69,26,Israel
pr8611_69,9,Israel
pr8611_69,20,Palæstina
pr8612_69,3,Jerusalem
pr8613_69,0,Mellemøsten
pr8613_69,0,Irak
pr8613_69,0,Syrien
pr8613_69,0,Balkan
pr8614_69,3,Jordan
pr8615_69,22,kyrkan
pr8615_69,25,katolske
pr8615_69,26,katolske
pr8617_69,1,Galilæa
pr8617_69,12,Danmark
pr8618_69,9,Santiago
pr8618_69,22,leven
pr8620_69,6,Jerusalem
pr8620_69,12,Jerusalem
pr8620_69,19,Jerusalem
pr8620_69,21,Gethsemane
pr8620_69,21,Jerusalem
pr8620_69,25,Jerusalem
pr8620_69,26,jødisk
pr8620_69,26,Jerusalem
pr8621_69,8,Århus
pr8621_69,8,Farum
pr8621_69,8,København
pr8621_69,8,Augustenborg
pr8621_69,8,Sønderborg
pr8621_69,8,Horsens
pr8621_69,8,Christiansfeld
pr8621_69,8,Langeland
pr8621_69,9,Haslev
pr8621_69,10,Voldby
pr8621_69,10,Haslev
pr8622_69,4,provo
pr8622_69,9,Esbjerg
pr8622_69,9,Colosseum
pr8622_69,21,romerske
pr8622_69,21,jødisk
pr8624_69,0,Danmark
pr8625_69,21,svenske
pr8626_69,1,Ribe
pr8626_69,22,lydighedens
pr8630_69,42,jødisk
pr8633_69,0,Jerusalem
pr8633_69,2,Testamente
pr8633_69,5,Jerusalem
pr8633_69,30,Danmark
pr8633_69,34,cypern
pr8634_69,5,Jerusalem
pr8634_69,7,Jerusalem
pr8634_69,10,Jerusalem
pr8634_69,21,Jerusalem
pr8634_69,21,Jerusalem
pr8634_69,22,Jerusalem
pr8634_69,24,Jerusalem
pr8634_69,25,Jerusalem
pr8635_69,1,Jerusalem
pr8635_69,24,Israel
pr8635_69,24,Israel
pr8635_69,26,Israel
pr8635_69,27,Testamente
pr8635_69,29,Israel
pr8636_69,23,Jødiske
pr8636_69,24,Testamente
pr8636_69,27,Testamente
pr8637_69,0,italiensk
pr8637_69,14,Israel
pr8638_69,31,engelske
pr8640_69,14,Lissabon
pr8641_69,8,Vatikanet
pr8642_69,12,Bethlehem
pr8643_69,6,Testamente
pr8644_69,1,Danmark
pr8644_69,1,Jerusalem
pr8644_69,2,Jerusalem
pr8644_69,4,Jerusalem
pr8644_69,11,Mellemøsten
pr8645_69,10,Palæstina
pr8645_69,26,Lutherske
pr8645_69,26,Frelser
pr8648_69,8,Kapernaum
pr8648_69,15,romerske
pr8650_69,0,Norge
pr8651_69,0,Norge
pr8651_69,6,Genesaret
pr8652_69,0,katolske
pr8652_69,1,Danmark
pr8652_69,13,Danmark
pr8653_69,3,Bethlehem
pr8653_69,4,Mellemøsten
pr8653_69,26,Israel
pr8654_69,2,Zion
pr8655_69,0,London
pr8655_69,0,engelsk
pr8655_69,1,Danmark
pr8655_69,29,Testamente
pr8657_69,32,Jerusalem
pr8657_69,43,Samaria
pr8659_69,3,Agerskov
pr8662_69,1,Korea
pr8662_69,2,russisk
pr8662_69,28,Bethlehem
pr8664_69,2,Danmark
pr8664_69,4,"romerske, overherredømme"
pr8664_69,5,Palæstina
pr8664_69,5,arabisk
pr8664_69,7,Bethlehem
pr8665_69,1,skt
pr8666_69,2,Mellemøsten
pr8666_69,15,martyrernes
pr8667_69,7,Frankrig
pr8667_69,19,Mellemøsten
pr8669_69,10,Mellemøsten
pr8669_69,24,Nordkorea
pr8670_69,5,juleevangeliet
pr8670_69,35,Bethlehem
pr8671_69,5,Danmark
pr8671_69,10,Rom
pr8672_69,14,Australien
pr8672_69,15,Thailand
pr8673_69,5,Nordkoreas
pr8673_69,14,græske
pr8673_69,14,Korfu
pr8673_69,14,mellemkrigsårene
pr8673_69,18,Aachen
pr8676_69,10,Bethlehem
pr8676_69,10,herberget
pr8678_69,22,Bethlehem
pr8679_69,18,krybben
pr8679_69,21,Bethlehem
pr8679_69,27,Bethlehem
pr8681_69,0,Bethlehem
pr8681_69,12,Testamente
pr8681_69,13,Bethlehem
pr8681_69,14,Ægypten
pr8681_69,29,Bethlehem
pr8681_69,29,Mellemøsten
pr8682_69,5,Bethlehem
pr8682_69,15,Bethlehem
pr8682_69,22,Ægypten
pr8682_69,23,Ægypten
pr8683_69,0,Gjesing
pr8683_69,6,Gjesing
pr8683_69,12,etiopisk
pr8683_69,12,Testamente
pr8683_69,15,jødisk
pr8683_69,18,middelhavet
pr8683_69,18,græsk
pr8689_69,6,romerske
pr8689_69,6,Israel
pr8690_69,0,Konstantinopel
pr8691_69,23,jødisk
pr8691_69,33,lutherske
pr8692_69,19,Israel
pr8692_69,19,Ægypten
pr8693_69,5,tyske
pr8693_69,5,franske
pr8693_69,30,Israel
pr8693_69,30,Ægypten
pr8693_69,31,Israel
pr8693_69,31,Ægypten
pr8693_69,33,Jerusalem
pr8697_69,17,Emmaus
pr8697_69,44,Emmaus
pr8708_69,1,Kina
pr8708_69,1,Korea
pr8708_69,1,Korea
pr8708_69,1,Vietnam
pr8708_69,9,Luthersk
pr8708_69,21,Israel
pr8715_69,11,Israel
pr8717_69,0,Israel
pr8717_69,4,Israel
pr8717_69,6,Israel
pr8717_69,7,Jerusalem
pr8717_69,7,Judæa
pr8717_69,7,Samaria
pr8717_69,14,Israel
pr8717_69,14,Israel
pr8717_69,22,Jerusalem
pr8719_69,2,nazareth
pr8721_69,0,Jerusalem
pr8721_69,5,Jerusalem
pr8721_69,13,Jerusalem
pr8721_69,23,Ægypten
pr8721_69,23,Babylon
pr8722_69,1,Jerusalem
pr8722_69,12,Jerusalem
pr8723_69,0,Påskemorgen
pr8723_69,7,Galilæa
pr8724_69,29,Jerusalem
pr8726_69,6,Gethsemane
pr8726_69,12,Gethsemane
pr8727_69,10,Århus
pr8727_69,24,Århus
pr8728_69,4,St
pr8730_69,32,filippinerne
pr8731_69,0,Esbjerg
pr8731_69,0,katolske
pr8731_69,17,Rom
pr8731_69,32,Jerusalem
pr8732_69,7,Israel
pr8735_69,0,Jerusalem
pr8735_69,9,jødisk
pr8738_69,0,franske
pr8739_69,4,USA
pr8739_69,31,indiskutabelt
pr8740_69,7,Wien
pr8740_69,18,Ægypten
pr8741_69,10,Ægypten
pr8741_69,10,Babylon
pr8741_69,11,romersk
pr8741_69,28,Ægypten
pr8745_69,0,Israel
pr8745_69,5,Israel
pr8745_69,7,trinitatis
pr8745_69,37,Luthersk
pr8746_69,14,Jerusalem
pr8747_69,33,Jerusalem
pr8749_69,15,sømme
pr8749_69,35,Ægypten
pr8750_69,4,romersk
pr8750_69,18,Bruxelles
pr8751_69,7,Vatikanet
pr8751_69,38,Jerusalem
pr8752_69,8,Jerusalem
pr8752_69,13,Jerusalem
pr8752_69,20,jerusalem
pr8753_69,33,Jerusalem
pr8759_69,15,Lissabon
pr8760_69,10,Testamente
pr8761_69,2,Calcutta
pr8761_69,14,vesttyskland
pr8761_69,32,Amsterdam
pr8762_69,5,romerske
pr8762_69,24,"Mother, Theresa, af, Calcutta"
pr8763_69,1,Jerusalem
pr8763_69,7,ødemarken
pr8763_69,16,ødemarken
pr8763_69,17,Ødemarken
pr8763_69,18,Ødemarken
pr8763_69,20,ødemarken
pr8763_69,26,Esajas
pr8765_69,34,Danmark
pr8767_69,1,Oslo
pr8768_69,16,Israel
pr8770_69,28,Palæstina
pr8771_69,6,katolske
pr8772_69,29,Palæstina
pr8773_69,1,Århus
pr8773_69,2,London
pr8773_69,8,Tolderen
pr8773_69,11,Norge
pr8773_69,26,venden
pr8774_69,15,Danmark
pr8774_69,16,Palæstina
pr8774_69,16,romerske
pr8774_69,17,"romerske, imperium"
pr8774_69,19,Romerske
pr8774_69,20,Jeriko
pr8775_69,13,hampen
pr8775_69,29,"Sri, Lanka"
pr8778_69,15,Jerusalem
pr8778_69,15,Jerusalem
pr8778_69,16,Jerusalem
pr8778_69,17,Jerusalem
pr8778_69,27,Israel
pr8779_69,7,Jerusalem
pr8779_69,8,Jerusalem
pr8779_69,8,Jerusalem
pr8782_69,41,Israel
pr8782_69,43,Israel
pr8782_69,43,Israel
pr8783_69,0,Århus
pr8784_69,13,Afrika
pr8784_69,13,Indien
pr8787_69,24,morgendagen
pr8789_69,10,Europa
pr8792_69,30,Korinth
pr8793_69,0,”
pr8793_69,23,Romerriget
pr8795_69,9,Jerusalem
pr8796_69,10,Kapernaum
pr8796_69,10,Galilæa
pr8796_69,20,Samaria
pr8796_69,20,Syrien
pr8797_69,3,køkkenmaskiner
pr8797_69,6,Syrien
pr8797_69,8,Jordan
pr8797_69,18,Kana
pr8798_69,9,Bethlehem
pr8798_69,26,Ægypten
pr8801_69,21,Danmark
pr8802_69,12,Mellemøsten
pr8804_69,1,trinitatis
pr8806_69,56,luthersk
pr8807_69,31,Afrika
pr8808_69,14,Amsterdam
pr8808_69,22,Selvgod
pr8808_69,33,London
pr8809_69,2,Tyskland
pr8810_69,6,Rom
pr8814_69,5,Danmark
pr8814_69,14,Afrika
pr8814_69,21,Røde
pr8815_69,5,katolske
pr8817_69,0,engelske
pr8817_69,9,Wien
pr8817_69,17,Israel
pr8817_69,20,Israel
pr8818_69,3,skotland
pr8818_69,3,Hebriderne
pr8820_69,2,Israel
pr8820_69,2,Israel
pr8820_69,3,Israel
pr8820_69,15,Rom
pr8820_69,15,Skt
pr8820_69,15,Rom
pr8820_69,16,Rom
pr8821_69,0,amerikanske
pr8822_69,15,middelhavet
pr8824_69,1,Vatikanet
pr8824_69,6,Dannebrog
pr8824_69,9,Irak
pr8828_69,29,Damaskus
pr8829_69,0,Bethesda
pr8831_69,14,etiopiske
pr8831_69,22,etiopiske
pr8832_69,12,Jerusalem
pr8832_69,13,Testamente
pr8832_69,18,Jerusalem
pr8832_69,19,jødisk
pr8834_69,3,Jordan
pr8834_69,3,Judæa
pr8834_69,19,Jerusalem
pr8835_69,17,Danmark
pr8836_69,14,Italien
pr8836_69,15,Romerriget
pr8836_69,15,Palæstina
pr8836_69,15,Danmark
pr8837_69,14,Italien
pr8837_69,15,Romerriget
pr8837_69,15,Palæstina
pr8837_69,15,Danmark
pr8838_69,7,Israel
pr8840_69,33,ægypten
pr8840_69,35,Israel
pr8840_69,35,Danmark
pr8840_69,37,Testamente
pr8841_69,2,Jerusalem
pr8841_69,5,Jerusalem
pr8842_69,4,trinitatis
pr8842_69,16,Jerusalem
pr8842_69,20,Israel
pr8842_69,20,Israel
pr8847_69,30,Jerusalem
pr8848_69,7,Toscana
pr8848_69,7,Italien
pr8855_78,4,Jerusalem
pr8855_78,7,Velkomsten
pr8855_78,24,Israel
pr8855_78,25,København
pr8855_78,25,Vestjylland
pr8855_78,26,Vestjylland
pr8855_78,51,hammel
pr8856_78,0,Jerusalem
pr8857_78,13,Rom
pr8857_78,13,Syrien
pr8857_78,13,Betlehem
pr8857_78,34,Betlehem
pr8857_78,57,Brøndbyøster
pr8857_78,58,Brøndbyøster
pr8857_78,59,Sydafrikansk
pr8858_78,28,Nordkorea
pr8858_78,31,Nigeria
pr8858_78,33,"Rumænien, –"
pr8858_78,37,Danmark
pr8858_78,44,rumænske
pr8858_78,81,Nordkorea
pr8858_78,83,Nordkorea
pr8858_78,84,Nordkorea
pr8859_78,4,Testamente
pr8859_78,16,Rom
pr8861_78,102,Vestre
pr8861_78,104,DDS
pr8862_78,97,Århus
pr8863_78,15,Testamente
pr8863_78,16,Roskilde
pr8863_78,61,Testamente
pr8864_78,46,Rom
pr8864_78,48,tyske
pr8864_78,86,ifht
pr8865_78,11,Israel
pr8865_78,14,Jerusalem
pr8865_78,23,Jerusalem
pr8865_78,28,Jerusalem
pr8866_78,0,Glostrup
pr8866_78,17,Testamente
pr8866_78,32,Nordkorea
pr8866_78,35,Nordkorea
pr8866_78,37,konfirmationsundervisningen
pr8867_78,0,Glostrup
pr8867_78,17,Testamente
pr8867_78,31,Nordkorea
pr8867_78,34,Nordkorea
pr8867_78,36,Brøndbyøster
pr8868_78,15,Danmark
pr8868_78,53,Brøndbyøster
pr8868_78,53,Brøndbyvester
pr8868_78,53,Berlin
pr8869_78,87,Brøndbyøster
pr8870_78,16,trinitatis
pr8870_78,32,Testamente
pr8870_78,72,England
pr8870_78,74,Sydhavnen
pr8871_78,4,Testamente
pr8871_78,28,Randers
pr8871_78,29,Vestre
pr8871_78,29,Ryvangen
pr8871_78,29,Hellerup
pr8872_78,31,Horsens
pr8872_78,50,USA
pr8872_78,51,Indiana
pr8872_78,58,Irak
pr8872_78,58,Brøndbyøster
pr8873_78,51,Rom
pr8873_78,58,Løgstrup
pr8873_78,59,Ringkøbing
pr8874_78,33,Vesterbro
pr8874_78,42,pdes
pr8874_78,46,Israel
pr8875_78,55,Zebedæussønner
pr8875_78,55,nes
pr8876_78,2,Bethesda
pr8876_78,6,Bethesda
pr8876_78,17,"la, -, la, -, la, -"
pr8876_78,60,Bethesda
pr8876_78,63,Bethesda
pr8876_78,78,Bethesda
pr8877_78,0,Vestre
pr8877_78,0,Vestre
pr8877_78,23,Israel
pr8877_78,32,grue
pr8877_78,41,Bornholm
pr8877_78,49,Testamente
pr8877_78,77,"Vestre, Fængsels"
pr8879_78,2,Jerusalem
pr8880_78,24,tyske
pr8881_78,21,Jerusalem
pr8881_78,24,Jerusalem
pr8881_78,38,romerske
pr8881_78,50,Bethlehem
pr8881_78,51,Bethlehem
pr8882_78,14,rosengård
pr8882_78,22,Brøndbyøster
pr8882_78,24,Zion
pr8882_78,25,Jerusalem
pr8882_78,66,Connecticut
pr8882_78,71,USA
pr8882_78,75,USA
pr8883_78,4,Danmark
pr8883_78,83,Brøndbyøster
pr8884_78,0,Syrien
pr8884_78,1,"romerske, rige"
pr8884_78,29,Rom
pr8884_78,32,Rom
pr8884_78,34,Judæa
pr8884_78,41,Betlehem
pr8885_78,1,København
pr8885_78,57,Israel
pr8885_78,58,Testamente
pr8886_78,33,"New, York"
pr8887_78,14,italienske
pr8887_78,63,italiensk
pr8888_78,66,Lille
pr8889_78,10,Israel
pr8889_78,81,hjorten
pr8890_78,6,Bagsværd
pr8890_78,41,Danmark
pr8891_78,12,Barnet
pr8891_78,51,Testamente
pr8892_78,14,Esajas
pr8893_78,6,Jerusalem
pr8893_78,6,Emmaus
pr8893_78,7,Emmaus
pr8893_78,7,Emmaus
pr8893_78,7,Israel
pr8893_78,12,Emmaus
pr8893_78,23,Emmaus
pr8893_78,29,Jerusalem
pr8893_78,46,Emmaus
pr8893_78,54,Danmark
pr8893_78,59,Tastrup
pr8893_78,69,Brøndbyøster
pr8896_78,0,Danmark
pr8896_78,27,Testamente
pr8898_78,17,Rom
pr8898_78,34,krukken
pr8898_78,36,Vestre
pr8898_78,36,Vestre
pr8898_78,38,Trinitatis
pr8899_78,9,-
pr8900_78,1,Nordjylland
pr8900_78,1,Tranum
pr8900_78,1,Nordjylland
pr8900_78,5,Tranum
pr8900_78,5,Nordjylland
pr8900_78,12,ugevis
pr8900_78,22,Brøndby
pr8900_78,25,Tranum
pr8900_78,32,norsk
pr8901_78,0,Nexø
pr8901_78,0,Nexø
pr8901_78,1,Nexø
pr8901_78,1,Nexø
pr8901_78,1,Nexø
pr8902_78,0,Glostrup
pr8902_78,21,vestegnen
pr8902_78,21,København
pr8902_78,26,København
pr8902_78,40,Vesten
pr8902_78,41,engelsk
pr8902_78,41,Vesten
pr8902_78,43,Danmark
pr8902_78,47,Danmark
pr8902_78,49,’
pr8902_78,50,Danmark
pr8903_78,8,Jerusalem
pr8903_78,18,Jerusalem
pr8903_78,64,Jerusalem
pr8903_78,69,romerske
pr8904_78,19,romerske
pr8904_78,57,Testamente
pr8906_78,28,Syrien
pr8906_78,50,Nazareth
pr8906_78,50,Bethlehem
pr8906_78,73,Syrien
pr8907_78,15,Testamente
pr8907_78,40,Vestre
pr8907_78,61,Efesos
pr8908_78,18,"Brøndby, Kommune"
pr8908_78,23,Vesten
pr8909_78,44,evangeliske
pr8910_78,0,syrisk
pr8910_78,3,Samaria
pr8910_78,9,Syrien
pr8910_78,9,Israel
pr8910_78,13,Helsingør
pr8910_78,13,Kronborg
pr8911_78,40,England
pr8911_78,43,engelsk
pr8912_78,0,russiske
pr8913_78,4,sydafrikansk
pr8913_78,18,Sydafrika
pr8913_78,19,Danmark
pr8913_78,43,København
pr8913_78,43,Hamborg
pr8913_78,44,Hamborg
pr8914_78,21,Bethlehem
pr8914_78,61,Brøndbyøster
pr8914_78,61,København
pr8914_78,62,Brøndbyøster
pr8915_78,24,Nordkorea
pr8915_78,26,Nordkorea
pr8915_78,29,Nordkorea
pr8915_78,29,Pakistan
pr8915_78,29,Iran
pr8915_78,29,"Saudi, -, Arabien"
pr8915_78,29,Somalia
pr8915_78,40,Odense
pr8915_78,40,Islam
pr8915_78,44,Danmark
pr8915_78,51,katolske
pr8916_78,33,Egypten
pr8917_78,16,Testamente
pr8917_78,57,Brøndbyøster
pr8917_78,73,Bodilsker
pr8917_78,73,Bornholm
pr8917_78,83,Vedersø
pr8917_78,83,Vestjylland
pr8917_78,90,Vedersø
pr8918_78,13,Testamente
pr8918_78,21,Brøndbyøster
pr8921_78,6,Jerusalem
pr8921_78,8,Jerusalem
pr8921_78,8,Jeriko
pr8921_78,12,Israel
pr8921_78,42,Bornholm
pr8921_78,65,Jeriko
pr8923_78,50,russiske
pr8924_78,30,Israel
pr8924_78,60,Israel
pr8925_78,64,Testamente
pr8926_78,5,Galilæa
pr8926_78,56,Jerusalem
pr8927_78,84,Italien
pr8928_78,12,Brede
pr8928_78,18,schweizisk
pr8928_78,46,–
pr8929_78,12,Brede
pr8929_78,18,schweizisk
pr8929_78,46,–
pr8930_78,61,England
pr8932_78,37,Danmark
pr8932_78,68,rumænske
pr8933_78,3,Testamente
pr8933_78,6,Testamente
pr8933_78,8,Egypten
pr8933_78,13,Testamente
pr8933_78,35,Hvidovre
pr8934_78,3,Testamente
pr8935_78,0,Nexø
pr8935_78,0,Svaneke
pr8937_78,3,Bethesda
pr8937_78,7,Bethesda
pr8937_78,56,Bethesda
pr8937_78,64,Bethesda
pr8938_78,24,Brøndbyøster
pr8938_78,26,Danmark
pr8938_78,26,Brøndbyøster
pr8938_78,28,hoven
pr8941_78,50,Testamente
pr8942_78,5,Tingbjerg
pr8942_78,6,Brønshøj
pr8942_78,16,evangelisk
pr8943_78,23,Johannes
pr8944_78,9,Rom
pr8944_78,10,Palæstina
pr8944_78,10,Rom
pr8944_78,11,Betlehem
pr8944_78,12,Jerusalem
pr8944_78,12,Jerusalem
pr8944_78,12,Rom
pr8944_78,14,Egypten
pr8944_78,20,riges
pr8945_78,8,Rom
pr8945_78,9,Betlehem
pr8945_78,36,Rom
pr8945_78,38,Rom
pr8945_78,39,Judæa
pr8945_78,43,Rom
pr8946_78,21,England
pr8946_78,21,England
pr8947_78,31,Europa
pr8947_78,34,Europa
pr8947_78,39,Brøndbyøster
pr8948_78,5,Kana
pr8948_78,22,Testamente
pr8949_78,43,Nazaret
pr8951_78,10,Testamente
pr8952_78,3,Kana
pr8952_78,33,Pinsekirken
pr8956_78,5,schweizisk
pr8956_78,32,–
pr8957_78,18,Europa
pr8959_78,11,Sinai
pr8959_78,35,Testamente
pr8960_78,13,Danmark
pr8961_78,2,Nordjylland
pr8961_78,2,Tranum
pr8961_78,7,Tranum
pr8961_78,7,Nordjylland
pr8961_78,26,Tranum
pr8961_78,31,norsk
pr8962_78,59,Danmark
pr8963_78,47,katolske
pr8965_78,32,Jerusalem
pr8966_78,51,amerikansk
pr8968_78,40,russiske
